individual_id,age,gender,education_level,vocational_training_completed,employment_status,years_in_camp,ngo_livelihood_program_participation,access_to_microfinance,access_to_savings_group,owns_business,number_of_dependents,digital_skills_level,movement_restriction_perceived,access_to_market_opportunities,primary_employment_barrier,job_search_duration_months,monthly_income_kes,financial_stability_score
11650,35,Male,Unknown,No,Unemployed,9,Yes,Yes,No,No,4,High,Low,Poor,Limited Education,12,5649.0,48.0
11651,21,Female,Secondary,No,Unemployed,11,No,No,No,Yes,3,High,High,Poor,Low Market Demand,12,102.0,10.0
11652,22,Female,Tvet,Yes,Employed,9,Yes,Yes,Yes,Yes,1,High,Low,Fair,Discrimination,12,16635.0,100.0
11653,21,Male,College,No,Employed,4,No,No,Yes,No,3,Low,High,Fair,No Work Permit,6,12322.0,90.0
11654,21,Female,Unknown,Yes,Unemployed,19,Yes,No,Yes,No,4,Low,Moderate,Fair,Movement Restriction,12,5822.0,43.0
11655,30,Male,Secondary,No,Unemployed,19,Yes,No,No,No,4,Medium,Moderate,Poor,Limited Education,12,6142.0,72.0
11656,33,Male,Primary,Yes,Unemployed,11,Yes,No,No,No,1,Low,High,Fair,Discrimination,12,5612.0,42.0
11657,31,Female,Tvet,Yes,Unemployed,1,No,No,No,No,1,Medium,Moderate,Good,No Work Permit,12,8230.0,72.0
11658,28,Male,Primary,No,Unemployed,5,No,No,No,No,0,Low,High,Fair,Low Market Demand,11,3143.0,31.0
11659,19,Female,Unknown,No,Employed,2,No,No,No,No,4,Low,High,Poor,No Work Permit,12,10197.0,75.0
11660,31,Female,Unknown,No,Unemployed,12,Yes,No,Yes,Yes,5,Low,High,Poor,Low Market Demand,12,2476.0,31.0
11661,24,Female,Tvet,Yes,Employed,16,No,Yes,Yes,No,2,Low,Low,Fair,Low Market Demand,8,13241.0,76.0
11662,28,Female,Secondary,No,Unemployed,11,Yes,Yes,Yes,No,2,High,Low,Poor,Limited Education,12,2136.0,30.0
11663,21,Female,Unknown,Yes,Unemployed,17,No,Yes,No,No,2,Medium,High,Fair,No Work Permit,12,0.0,13.0
11664,24,Male,Primary,Yes,Employed,9,No,Yes,No,No,5,High,Moderate,Fair,Limited Education,12,12219.0,80.0
11665,33,Male,Tvet,No,Unemployed,16,Yes,Yes,No,No,4,Low,High,Fair,Low Market Demand,10,7552.0,62.0
11666,23,Female,University,No,Unemployed,7,Yes,No,Yes,No,0,Medium,High,Fair,Discrimination,9,3481.0,37.0
11667,23,Male,Tvet,No,Employed,10,Yes,No,No,No,5,Medium,High,Fair,No Work Permit,12,9969.0,62.0
11668,19,Male,Secondary,Yes,Unemployed,1,Yes,No,Yes,Yes,4,Low,Low,Fair,Limited Education,12,8284.0,67.0
11669,25,Male,Tvet,Yes,Self-employed,17,No,No,No,No,2,Medium,Moderate,Poor,Low Market Demand,10,9711.0,93.0
11670,24,Male,Secondary,No,Employed,8,No,No,No,No,4,Low,Moderate,Fair,Low Market Demand,5,12409.0,80.0
11671,31,Male,Primary,No,Unemployed,16,No,No,No,Yes,3,Low,Low,Fair,Limited Education,8,4678.0,39.0
11672,26,Female,University,Yes,Employed,9,No,No,Yes,Yes,3,High,Low,Poor,Lack of Capital,9,11967.0,74.0
11673,32,Male,College,Yes,Unemployed,10,No,No,No,Yes,4,Low,Moderate,Fair,Lack of Capital,3,9760.0,56.0
11674,35,Female,University,Yes,Unemployed,12,Yes,Yes,Yes,No,0,Medium,Moderate,Fair,Lack of Capital,2,9234.0,66.0
11675,29,Female,Secondary,No,Employed,10,No,Yes,Yes,No,1,Medium,High,Fair,Lack of Capital,12,9258.0,81.0
11676,30,Female,Secondary,Yes,Unemployed,12,No,Yes,Yes,No,2,Medium,High,Good,Discrimination,12,12489.0,76.0
11677,24,Male,Primary,Yes,Self-employed,6,No,No,No,Yes,1,High,Moderate,Fair,Limited Education,12,11173.0,74.0
11678,27,Female,Tvet,No,Employed,19,No,No,No,No,3,Medium,High,Poor,Movement Restriction,8,10201.0,77.0
11679,27,Male,Tvet,Yes,Unemployed,6,No,Yes,Yes,No,0,Low,High,Poor,Lack of Capital,10,7000.0,46.0
11680,19,Female,Secondary,No,Unemployed,11,Yes,No,Yes,No,3,Medium,Moderate,Fair,No Work Permit,10,11930.0,80.0
11681,31,Male,College,No,Self-employed,5,No,No,No,No,0,Medium,High,Poor,Lack of Capital,12,13853.0,100.0
11682,30,Female,Primary,Yes,Self-employed,18,Yes,No,Yes,No,1,Low,Moderate,Poor,Limited Education,12,20688.0,100.0
11683,23,Male,Unknown,No,Employed,8,No,No,Yes,Yes,3,Medium,Moderate,Good,No Work Permit,12,14462.0,100.0
11684,26,Male,Primary,No,Unemployed,7,No,Yes,Yes,No,4,Medium,Moderate,Fair,Limited Education,12,4715.0,44.0
11685,30,Male,College,No,Unemployed,12,No,No,No,No,1,Low,Low,Fair,Limited Education,12,5012.0,35.0
11686,26,Female,Secondary,No,Employed,16,No,Yes,No,No,4,Low,High,Fair,No Work Permit,12,14941.0,100.0
11687,30,Male,Primary,Yes,Unemployed,15,Yes,No,Yes,No,4,Low,High,Fair,Movement Restriction,12,951.0,22.0
11688,22,Female,Primary,No,Unemployed,10,Yes,No,No,No,2,Low,High,Fair,Lack of Capital,1,0.0,18.0
11689,31,Other,University,No,Self-employed,18,Yes,No,No,No,0,High,High,Fair,No Work Permit,12,11596.0,75.0
11690,22,Male,Unknown,No,Unemployed,7,No,No,Yes,No,5,Medium,Moderate,Good,No Work Permit,12,5727.0,33.0
11691,26,Male,Secondary,No,Employed,8,No,No,No,No,0,Low,High,Poor,Lack of Capital,11,15421.0,98.0
11692,25,Male,Secondary,No,Employed,1,Yes,Yes,No,No,5,Medium,Low,Fair,Low Market Demand,12,11054.0,68.0
11693,24,Female,Unknown,No,Unemployed,8,No,Yes,No,No,2,Medium,Moderate,Fair,Lack of Capital,12,0.0,19.0
11694,25,Male,Primary,No,Unemployed,16,No,Yes,No,Yes,4,Medium,High,Fair,Low Market Demand,12,4933.0,28.0
11695,20,Other,Secondary,No,Unemployed,7,No,No,No,No,0,Low,Moderate,Good,Lack of Capital,12,6788.0,56.0
11696,32,Female,Unknown,Yes,Unemployed,11,No,Yes,No,Yes,0,Medium,Low,Good,Movement Restriction,6,5826.0,57.0
11697,25,Female,Secondary,No,Employed,14,No,Yes,No,Yes,4,Medium,High,Poor,No Work Permit,10,13628.0,100.0
11698,18,Male,College,No,Self-employed,1,Yes,Yes,Yes,No,0,High,High,Fair,Movement Restriction,12,10269.0,75.0
11699,24,Male,Secondary,Yes,Self-employed,16,No,Yes,No,No,2,Low,Low,Good,No Work Permit,12,11961.0,76.0
11700,19,Male,Unknown,Yes,Self-employed,19,No,No,No,No,1,Low,Moderate,Fair,Low Market Demand,10,10962.0,80.0
11701,31,Male,Primary,No,Employed,15,Yes,No,No,No,4,Low,High,Poor,Low Market Demand,12,12816.0,85.0
11702,35,Female,Tvet,No,Employed,2,No,No,No,Yes,0,Low,Moderate,Poor,Movement Restriction,12,9210.0,58.0
11703,32,Male,Secondary,No,Unemployed,15,Yes,No,Yes,No,2,Low,Moderate,Fair,Low Market Demand,12,1968.0,30.0
11704,31,Other,University,No,Unemployed,5,No,No,No,No,4,High,High,Fair,No Work Permit,12,2651.0,36.0
11705,34,Female,Tvet,No,Unemployed,6,Yes,No,No,No,4,Medium,Low,Poor,Movement Restriction,3,9027.0,70.0
11706,33,Female,Secondary,Yes,Unemployed,7,No,No,Yes,No,2,Low,High,Fair,Limited Education,12,4891.0,54.0
11707,18,Female,Tvet,Yes,Employed,4,No,Yes,Yes,No,2,Low,Moderate,Fair,Lack of Capital,12,9058.0,78.0
11708,24,Female,Tvet,Yes,Employed,5,No,Yes,No,No,5,Low,High,Poor,No Work Permit,12,18228.0,100.0
11709,28,Male,Secondary,No,Employed,10,No,No,No,No,0,Medium,Low,Poor,Limited Education,12,12657.0,87.0
11710,22,Female,College,No,Employed,13,No,No,No,No,0,Medium,Low,Good,Lack of Capital,12,15004.0,82.0
11711,34,Male,Secondary,No,Unemployed,7,No,No,Yes,No,5,Medium,Low,Poor,Movement Restriction,12,6164.0,54.0
11712,28,Male,Secondary,Yes,Employed,13,Yes,No,No,Yes,0,Medium,High,Good,Lack of Capital,11,18351.0,100.0
11713,25,Male,Primary,No,Self-employed,18,No,No,Yes,No,1,Low,High,Poor,No Work Permit,12,6980.0,50.0
11714,27,Female,Unknown,No,Employed,5,No,No,Yes,Yes,0,Low,Moderate,Good,Lack of Capital,12,12506.0,87.0
11715,29,Male,Secondary,Yes,Unemployed,16,No,No,No,No,2,Medium,Low,Poor,Low Market Demand,5,12118.0,70.0
11716,27,Male,College,No,Unemployed,1,No,No,Yes,Yes,0,Low,Moderate,Poor,Low Market Demand,3,4305.0,57.0
11717,30,Male,Tvet,Yes,Unemployed,7,No,No,No,No,3,Low,Low,Poor,Limited Education,12,3972.0,42.0
11718,35,Male,College,No,Employed,10,No,Yes,No,No,0,Low,High,Poor,Low Market Demand,2,11955.0,83.0
11719,27,Female,College,No,Self-employed,11,No,No,No,No,5,Medium,Moderate,Good,No Work Permit,12,8282.0,69.0
11720,34,Female,Unknown,No,Employed,3,No,Yes,No,No,4,Medium,High,Fair,Discrimination,12,6408.0,81.0
11721,33,Male,Unknown,No,Employed,13,No,No,No,Yes,4,Low,Low,Poor,Low Market Demand,5,4670.0,44.0
11722,22,Male,Tvet,No,Unemployed,1,Yes,Yes,Yes,No,4,Medium,Moderate,Fair,Movement Restriction,12,2686.0,51.0
11723,20,Male,Primary,No,Employed,13,No,Yes,Yes,Yes,2,High,High,Fair,No Work Permit,6,10538.0,83.0
11724,32,Male,Unknown,No,Employed,10,Yes,No,No,No,0,Medium,Moderate,Poor,Movement Restriction,5,8552.0,54.0
11725,19,Female,Secondary,No,Unemployed,2,Yes,No,Yes,No,5,Low,Moderate,Good,Discrimination,12,4953.0,42.0
11726,30,Male,College,Yes,Self-employed,1,No,No,No,No,5,High,High,Fair,No Work Permit,12,15477.0,95.0
11727,25,Male,Tvet,No,Self-employed,5,No,Yes,Yes,No,2,Low,Moderate,Fair,Low Market Demand,12,9117.0,73.0
11728,34,Male,University,No,Unemployed,10,Yes,No,No,No,0,Medium,Moderate,Fair,No Work Permit,12,2908.0,25.0
11729,21,Male,Unknown,Yes,Unemployed,12,No,No,Yes,No,2,Low,Moderate,Poor,Discrimination,12,5224.0,41.0
11730,26,Male,Tvet,Yes,Self-employed,13,No,No,No,No,5,Low,Low,Poor,Movement Restriction,12,9807.0,62.0
11731,32,Female,Secondary,No,Unemployed,4,No,No,No,No,1,Low,High,Poor,Lack of Capital,7,0.0,20.0
11732,26,Female,Unknown,No,Unemployed,8,Yes,Yes,Yes,No,4,High,High,Poor,Low Market Demand,12,0.0,7.0
11733,26,Male,Tvet,No,Unemployed,16,No,No,No,No,4,Medium,Moderate,Fair,Lack of Capital,11,10553.0,65.0
11734,31,Female,Secondary,No,Unemployed,10,Yes,No,No,Yes,3,Low,Low,Good,Lack of Capital,4,7142.0,54.0
11735,33,Male,Tvet,No,Employed,5,No,No,No,No,1,Medium,High,Fair,Lack of Capital,12,9782.0,57.0
11736,34,Female,University,No,Employed,3,Yes,No,No,Yes,3,Medium,High,Poor,No Work Permit,12,10304.0,80.0
11737,30,Female,Secondary,Yes,Unemployed,14,No,No,Yes,No,2,Low,High,Fair,Low Market Demand,8,2607.0,39.0
11738,26,Female,Tvet,No,Unemployed,5,No,Yes,No,No,1,Medium,High,Poor,Movement Restriction,1,5900.0,58.0
11739,32,Male,College,No,Self-employed,9,No,No,No,No,5,Medium,Moderate,Fair,No Work Permit,12,13131.0,79.0
11740,24,Female,Secondary,No,Employed,7,No,Yes,No,No,3,Medium,High,Fair,Limited Education,7,19150.0,100.0
11741,18,Male,Primary,No,Unemployed,6,Yes,No,Yes,Yes,1,Medium,High,Fair,No Work Permit,12,3656.0,37.0
11742,18,Female,Secondary,Yes,Employed,6,No,No,No,No,3,High,Moderate,Fair,No Work Permit,12,12442.0,62.0
11743,22,Male,Tvet,Yes,Self-employed,14,No,Yes,No,No,3,Low,Low,Fair,Low Market Demand,11,14721.0,80.0
11744,26,Female,Secondary,No,Unemployed,9,No,No,No,No,4,Low,Low,Good,No Work Permit,12,6644.0,63.0
11745,29,Female,Primary,No,Unemployed,16,No,No,Yes,No,4,Medium,Moderate,Good,Lack of Capital,12,2194.0,37.0
11746,23,Male,University,Yes,Employed,18,No,Yes,No,No,0,Medium,High,Fair,Lack of Capital,9,23089.0,100.0
11747,30,Male,University,No,Unemployed,14,No,No,No,No,0,Low,Low,Fair,Limited Education,1,7351.0,59.0
11748,25,Female,College,Yes,Employed,9,Yes,No,No,No,5,Low,Moderate,Poor,Low Market Demand,12,9804.0,73.0
11749,32,Female,Secondary,No,Self-employed,14,No,Yes,No,Yes,0,Medium,Moderate,Good,Low Market Demand,12,14848.0,80.0
11750,23,Other,Primary,Yes,Unemployed,12,No,No,Yes,No,4,Low,Moderate,Poor,Low Market Demand,12,0.0,28.0
11751,23,Male,Secondary,No,Employed,11,No,No,Yes,No,1,Low,Moderate,Good,Lack of Capital,12,7817.0,66.0
11752,21,Female,College,Yes,Employed,14,Yes,Yes,No,No,4,Low,Moderate,Fair,No Work Permit,12,17886.0,100.0
11753,28,Male,Unknown,Yes,Employed,1,No,No,Yes,No,4,Medium,Moderate,Good,Discrimination,11,11681.0,73.0
11754,35,Male,Primary,No,Unemployed,8,Yes,No,No,Yes,4,Low,Moderate,Fair,Low Market Demand,1,0.0,30.0
11755,20,Male,Secondary,No,Unemployed,7,Yes,No,No,No,4,High,High,Fair,Discrimination,12,9825.0,82.0
11756,20,Male,Secondary,Yes,Unemployed,17,No,No,No,No,4,Low,High,Fair,Movement Restriction,12,3987.0,56.0
11757,29,Male,University,No,Self-employed,8,Yes,No,No,No,2,Medium,Low,Fair,Movement Restriction,2,11138.0,60.0
11758,23,Female,Secondary,No,Self-employed,15,Yes,No,No,No,5,High,Low,Poor,No Work Permit,1,10822.0,72.0
11759,23,Male,Secondary,Yes,Employed,11,No,No,No,No,4,Low,Moderate,Fair,Movement Restriction,12,12405.0,66.0
11760,25,Female,Secondary,No,Employed,15,Yes,Yes,Yes,No,4,Medium,Low,Good,Limited Education,12,11886.0,63.0
11761,32,Female,University,Yes,Unemployed,5,No,Yes,Yes,No,4,Low,Moderate,Fair,Discrimination,12,9918.0,61.0
11762,35,Male,Secondary,No,Self-employed,8,No,No,No,Yes,0,High,Moderate,Fair,Low Market Demand,12,6849.0,56.0
11763,33,Male,University,No,Unemployed,9,No,No,No,No,2,Low,High,Good,Low Market Demand,9,7113.0,57.0
11764,23,Male,Tvet,Yes,Employed,6,No,Yes,No,No,2,High,High,Good,Lack of Capital,12,13923.0,87.0
11765,34,Male,University,Yes,Employed,16,No,No,Yes,No,2,Low,Moderate,Good,No Work Permit,12,13349.0,83.0
11766,26,Female,Secondary,No,Employed,6,No,No,No,Yes,5,Low,High,Poor,Discrimination,12,12294.0,91.0
11767,35,Female,Secondary,Yes,Employed,4,No,No,No,No,1,Low,Low,Poor,Low Market Demand,12,8938.0,58.0
11768,22,Male,Unknown,Yes,Self-employed,10,Yes,Yes,No,No,4,High,High,Poor,Movement Restriction,4,2044.0,47.0
11769,23,Female,University,Yes,Unemployed,18,No,No,Yes,No,3,Low,High,Good,No Work Permit,2,7050.0,58.0
11770,29,Male,Secondary,No,Employed,16,Yes,No,No,No,5,High,High,Poor,Limited Education,1,11771.0,68.0
11771,28,Female,Unknown,Yes,Unemployed,13,No,No,No,No,4,High,Low,Fair,Discrimination,12,8037.0,70.0
11772,33,Male,College,No,Unemployed,15,No,No,Yes,No,1,Low,Moderate,Fair,No Work Permit,4,0.0,21.0
11773,34,Male,Primary,No,Employed,3,No,Yes,No,No,3,Low,Moderate,Poor,Discrimination,6,10494.0,75.0
11774,26,Female,Secondary,Yes,Unemployed,10,No,No,No,Yes,4,Medium,High,Fair,No Work Permit,6,9822.0,66.0
11775,18,Female,Unknown,Yes,Employed,12,No,No,Yes,Yes,1,Medium,High,Good,Discrimination,5,8917.0,74.0
11776,20,Male,Primary,No,Unemployed,16,No,Yes,Yes,No,1,Medium,High,Fair,Movement Restriction,12,0.0,31.0
11777,26,Female,Tvet,No,Employed,2,No,No,Yes,Yes,3,Low,High,Good,Lack of Capital,12,16556.0,100.0
11778,30,Female,College,No,Employed,8,No,No,No,No,5,Low,High,Poor,Movement Restriction,11,14146.0,74.0
11779,31,Male,Secondary,Yes,Employed,15,No,No,Yes,No,2,High,Moderate,Good,No Work Permit,2,22906.0,100.0
11780,24,Female,Tvet,Yes,Unemployed,7,Yes,No,Yes,No,1,Low,Moderate,Fair,No Work Permit,12,10416.0,67.0
11781,21,Female,Unknown,Yes,Self-employed,3,No,No,No,Yes,3,Medium,Low,Fair,Lack of Capital,12,12979.0,84.0
11782,29,Female,University,Yes,Employed,5,No,No,Yes,No,5,High,High,Good,Low Market Demand,4,19340.0,100.0
11783,31,Female,Tvet,No,Employed,18,No,Yes,Yes,No,3,Medium,High,Poor,Limited Education,6,11443.0,73.0
11784,19,Male,University,No,Employed,13,No,No,Yes,No,1,Medium,High,Poor,Movement Restriction,10,9148.0,60.0
11785,18,Female,Primary,No,Unemployed,10,Yes,No,No,No,3,Medium,Moderate,Poor,Discrimination,12,360.0,4.0
11786,35,Female,University,Yes,Employed,15,No,Yes,No,No,2,Medium,Moderate,Fair,Discrimination,3,13514.0,98.0
11787,25,Female,Secondary,No,Unemployed,13,No,Yes,No,No,3,Low,Moderate,Poor,Low Market Demand,12,6089.0,54.0
11788,20,Female,Primary,No,Employed,5,No,No,Yes,Yes,2,Low,High,Good,Limited Education,5,7095.0,46.0
11789,23,Female,College,Yes,Self-employed,17,Yes,Yes,No,No,4,Medium,Moderate,Poor,No Work Permit,12,11519.0,84.0
11790,30,Male,College,Yes,Self-employed,8,No,No,No,No,1,Low,High,Good,Movement Restriction,11,15265.0,81.0
11791,26,Male,Unknown,Yes,Self-employed,2,Yes,No,No,No,1,Low,High,Poor,Limited Education,2,9219.0,76.0
11792,26,Female,College,No,Unemployed,18,No,No,No,No,3,Low,Moderate,Poor,Limited Education,12,10908.0,100.0
11793,26,Female,Unknown,Yes,Employed,4,No,No,No,No,4,Low,Low,Fair,Lack of Capital,3,6635.0,54.0
11794,32,Female,Secondary,No,Employed,13,Yes,No,No,No,0,Medium,Moderate,Fair,Discrimination,12,12086.0,83.0
11795,30,Male,Primary,No,Unemployed,10,No,No,Yes,No,0,Medium,High,Poor,Discrimination,12,4245.0,54.0
11796,33,Male,Secondary,No,Employed,10,No,No,No,Yes,2,High,Moderate,Fair,Movement Restriction,12,9543.0,72.0
11797,19,Male,Unknown,Yes,Unemployed,5,No,No,No,No,1,Low,Low,Fair,No Work Permit,9,6732.0,65.0
11798,31,Female,University,No,Employed,11,No,No,Yes,No,0,High,Moderate,Fair,Limited Education,12,18248.0,95.0
11799,23,Male,Secondary,No,Employed,10,No,No,No,No,2,Medium,High,Poor,No Work Permit,5,2848.0,35.0
11800,19,Female,Secondary,No,Unemployed,18,Yes,No,No,No,1,Medium,Moderate,Poor,Discrimination,2,783.0,18.0
11801,25,Male,Unknown,No,Self-employed,14,No,No,No,No,3,Medium,Moderate,Fair,Lack of Capital,12,10956.0,84.0
11802,21,Male,Secondary,No,Employed,9,No,No,No,No,1,Low,High,Poor,No Work Permit,10,16130.0,100.0
11803,31,Male,Tvet,Yes,Unemployed,18,No,No,No,No,3,Low,High,Fair,Lack of Capital,5,12314.0,85.0
11804,28,Male,Secondary,No,Self-employed,11,Yes,No,No,No,3,Medium,High,Poor,Movement Restriction,2,15951.0,100.0
11805,31,Male,University,No,Employed,7,No,No,Yes,No,0,Low,Low,Good,Limited Education,12,22917.0,100.0
11806,29,Male,Unknown,Yes,Employed,7,No,Yes,Yes,No,3,Medium,High,Good,Lack of Capital,3,9745.0,72.0
11807,33,Female,Tvet,No,Employed,13,Yes,No,No,No,4,Low,High,Poor,Discrimination,5,20739.0,100.0
11808,23,Female,College,No,Employed,14,No,Yes,No,No,4,Low,High,Good,Movement Restriction,12,13197.0,80.0
11809,18,Male,Secondary,No,Unemployed,7,No,No,No,Yes,5,High,High,Poor,Limited Education,12,4319.0,45.0
11810,29,Female,University,Yes,Unemployed,18,No,No,Yes,No,5,Low,High,Good,Discrimination,10,7196.0,68.0
11811,24,Female,Secondary,Yes,Unemployed,1,Yes,No,No,No,4,Low,High,Poor,No Work Permit,1,9288.0,60.0
11812,25,Male,Unknown,No,Unemployed,17,No,No,No,Yes,0,Low,Moderate,Fair,Lack of Capital,12,1303.0,22.0
11813,26,Female,Tvet,No,Employed,19,Yes,Yes,No,No,3,High,Low,Poor,Movement Restriction,12,5354.0,59.0
11814,19,Male,Tvet,No,Unemployed,15,No,No,Yes,Yes,4,Medium,High,Fair,Movement Restriction,12,11785.0,74.0
11815,34,Male,Secondary,Yes,Unemployed,16,Yes,No,No,No,0,Low,High,Fair,Limited Education,12,4687.0,42.0
11816,30,Female,College,Yes,Employed,1,No,No,No,No,5,Low,Moderate,Poor,Discrimination,5,18027.0,100.0
11817,22,Male,University,No,Unemployed,3,No,No,Yes,No,4,Low,Moderate,Good,No Work Permit,9,12395.0,83.0
11818,27,Male,Secondary,No,Unemployed,14,No,No,No,No,1,Low,Low,Fair,No Work Permit,9,6690.0,56.0
11819,29,Male,Unknown,Yes,Unemployed,5,Yes,No,No,No,1,Low,High,Poor,No Work Permit,12,6716.0,56.0
11820,34,Female,Unknown,No,Unemployed,3,No,No,No,No,0,Medium,Moderate,Good,No Work Permit,12,3353.0,52.0
11821,23,Male,Primary,No,Employed,11,Yes,No,No,Yes,5,Medium,High,Fair,Limited Education,12,6580.0,50.0
11822,20,Female,Tvet,No,Employed,17,No,No,No,Yes,4,Low,Low,Poor,Low Market Demand,12,16126.0,96.0
11823,32,Female,Tvet,Yes,Employed,1,No,No,No,No,2,High,Moderate,Poor,No Work Permit,12,11372.0,60.0
11824,24,Male,Primary,No,Employed,16,No,Yes,No,No,5,High,Moderate,Good,Movement Restriction,12,15408.0,86.0
11825,23,Male,Unknown,No,Employed,6,No,No,No,No,3,Medium,High,Poor,Low Market Demand,11,9163.0,61.0
11826,21,Male,Secondary,Yes,Unemployed,18,No,No,Yes,Yes,5,Low,Moderate,Fair,Movement Restriction,12,9236.0,60.0
11827,22,Male,Unknown,No,Unemployed,13,Yes,No,No,No,3,Low,High,Poor,Low Market Demand,12,3990.0,59.0
11828,20,Male,Secondary,Yes,Employed,8,No,No,Yes,No,3,Medium,Moderate,Fair,Low Market Demand,12,12287.0,89.0
11829,26,Male,Secondary,Yes,Unemployed,14,No,No,Yes,Yes,5,Low,Moderate,Poor,No Work Permit,9,5369.0,59.0
11830,23,Male,Secondary,No,Employed,16,Yes,No,Yes,No,4,Low,Moderate,Poor,Limited Education,12,14359.0,90.0
11831,30,Male,Secondary,No,Unemployed,14,No,Yes,Yes,No,4,Low,High,Poor,Low Market Demand,4,2324.0,34.0
11832,21,Female,Primary,No,Unemployed,11,No,No,No,Yes,0,Medium,Moderate,Good,Low Market Demand,9,2798.0,23.0
11833,19,Male,College,Yes,Employed,11,No,Yes,No,No,1,Low,Moderate,Poor,Lack of Capital,12,14279.0,82.0
11834,21,Female,University,No,Employed,14,No,Yes,Yes,Yes,1,High,High,Good,Discrimination,10,6761.0,68.0
11835,25,Male,Secondary,No,Employed,15,No,No,Yes,No,3,Low,Moderate,Fair,Discrimination,6,13474.0,86.0
11836,30,Female,Primary,No,Unemployed,9,No,No,Yes,No,2,Low,Moderate,Good,Discrimination,7,0.0,40.0
11837,27,Female,Unknown,No,Self-employed,1,No,No,Yes,No,2,Low,Moderate,Poor,No Work Permit,12,5808.0,45.0
11838,35,Male,Unknown,Yes,Employed,9,No,No,No,Yes,3,Low,Moderate,Fair,Movement Restriction,12,7173.0,49.0
11839,26,Female,College,No,Unemployed,6,No,Yes,No,No,0,Low,High,Poor,Low Market Demand,12,4719.0,56.0
11840,18,Female,Secondary,Yes,Unemployed,12,No,No,Yes,No,3,Medium,High,Fair,Movement Restriction,2,8123.0,56.0
11841,30,Female,Primary,Yes,Unemployed,13,No,No,Yes,No,4,High,High,Good,Movement Restriction,1,6424.0,58.0
11842,35,Female,Secondary,Yes,Employed,10,No,No,Yes,No,2,Low,Low,Poor,Discrimination,12,15680.0,100.0
11843,32,Male,College,Yes,Unemployed,11,No,No,No,Yes,1,Low,Low,Poor,Movement Restriction,12,1670.0,6.0
11844,19,Female,College,No,Self-employed,5,No,Yes,No,No,5,Medium,Low,Poor,Low Market Demand,3,11752.0,84.0
11845,28,Female,Secondary,No,Employed,6,No,No,Yes,Yes,0,Medium,Moderate,Poor,Movement Restriction,12,8890.0,75.0
11846,31,Male,Primary,No,Self-employed,17,Yes,No,Yes,Yes,4,Low,Low,Poor,Limited Education,1,11432.0,86.0
11847,32,Female,Primary,No,Unemployed,18,No,No,No,No,2,Low,Moderate,Poor,Movement Restriction,12,1080.0,31.0
11848,31,Female,Primary,Yes,Employed,16,No,No,Yes,No,5,High,Low,Good,Lack of Capital,2,11474.0,77.0
11849,33,Male,Primary,No,Unemployed,19,No,No,No,Yes,3,Low,Moderate,Poor,Low Market Demand,12,1869.0,19.0
11850,32,Female,Secondary,No,Unemployed,9,No,Yes,No,No,3,Low,Moderate,Poor,Movement Restriction,12,3675.0,43.0
11851,26,Male,Unknown,No,Unemployed,15,Yes,No,Yes,No,2,Low,Moderate,Fair,Low Market Demand,12,5528.0,58.0
11852,22,Female,Secondary,No,Self-employed,8,Yes,No,No,No,4,Low,High,Poor,Limited Education,12,9881.0,68.0
11853,22,Male,Unknown,Yes,Self-employed,5,Yes,No,Yes,Yes,3,Low,Low,Fair,Lack of Capital,12,11421.0,79.0
11854,28,Female,College,No,Self-employed,19,No,No,Yes,Yes,3,Low,Moderate,Fair,No Work Permit,8,14033.0,97.0
11855,21,Female,Tvet,Yes,Unemployed,11,No,No,No,No,4,High,Low,Good,Movement Restriction,12,6803.0,52.0
11856,35,Female,Tvet,No,Unemployed,19,Yes,No,No,No,2,Low,High,Fair,Limited Education,3,2995.0,33.0
11857,20,Other,Primary,No,Unemployed,17,Yes,No,Yes,No,2,Medium,High,Poor,Limited Education,12,1.0,5.0
11858,21,Male,Primary,No,Unemployed,18,No,Yes,No,No,0,Low,Moderate,Good,Lack of Capital,1,1658.0,38.0
11859,31,Male,Unknown,Yes,Unemployed,10,No,Yes,No,No,5,High,High,Poor,No Work Permit,9,6302.0,60.0
11860,24,Female,Tvet,Yes,Unemployed,10,No,No,Yes,No,3,Low,High,Fair,Movement Restriction,9,6245.0,37.0
11861,25,Male,Primary,Yes,Unemployed,3,Yes,No,Yes,No,5,Medium,Low,Fair,Lack of Capital,12,5612.0,60.0
11862,33,Female,College,No,Unemployed,6,No,No,No,No,4,Medium,High,Good,No Work Permit,12,14742.0,76.0
